screen_name	created_at	text	location	followers_count
BrightonSx_LKS	2021-02-08 17:32:00	A summary of the latest research and information on the #COVID19 vaccines is updated daily on our website https://t.co/yKH6gbmILa https://t.co/C6Np4CiDkO	Brighton and Mid-Sussex, UK	1378
DDNewsOnline	2021-02-08 17:32:00	".@Repligen &amp; #NavigoProteins launch NGL #COVID19 #Spike Protein #Affinity Resin to support #vaccine workflows

Leverage @PuroliteLifeSci’s #Praesto #agarose beads to help <U+2193> #bioprocessing time while <U+2191> yields

https://t.co/jBwm5arJFy
#chromatography #SARSCoV2 #InfectiousDiseases https://t.co/hEHhdMUPov"	Midland, ON	3052
theindechannel	2021-02-08 17:31:57	#duet with @saferbehaviors This guy is giving out great #Covid19 information https://t.co/7Pj856aKae	US	3821
Zeinobia	2021-02-08 17:31:49	Latest #COVID19 updates from #Jordan COVID-19 Statistical report in Jordan #jordan #jordan_corona #... via @24liveblog https://t.co/8jtQeIPT4P	Egypt	254416
ashkaur	2021-02-08 17:31:46	"Elites (celebrities) who receive preferential treatment from other elites (politicians).

If we continue to tolerate being #lockeddown then the “rules” will become more suffocating.

Lockdowns kill more from #COVID19 AND non-COVID causes - they must be lifted.

#endlockdownsnow https://t.co/Ps2zPu1qUM"	Brampton, Ontario	2741
COVID_Scale	2021-02-08 17:31:44	Since the start of the pandemic, 475,017 Americans have died from #COVID19 (20.4% of all deaths worldwide). That is about the same as 8,962 Battle of Dutch Harbors which killed 53 people in 1942: https://t.co/sdeqo1CCwV	Earth	1616
MonicaEisenberg	2021-02-08 17:31:38	Britain's debt to India from WWII was £1.25bn, which was never paid (£55.8bn in today's money). Yet we don't hear Indians complain and blame colonialism for the problems that may have accrued since 1948. Today India is selling and donating a COVID19 vaccine to her neighbours.	""	4878
emanuelebonini	2021-02-08 17:31:38	". @Lagarde at @Europarl_EN "" #NextGenerationEu must become operational without delay. It is crucial"" in order to have #recovery after #pandemic . #COVID19 @eunewsit https://t.co/H2UKg2y8BH"	Brussels, Belgium	1130
UgNrmstudent	2021-02-08 17:31:30	Viruses constantly change through mutation (they evolve and adapt). This applies also to the #SARSCoV2 virus, causing #COVID19. https://t.co/fnaMafXLZ4	Kampala, Uganda	1749
NewsFlashGordo1	2021-02-08 17:31:25	"The Secret Is Out! Cyril Ramaphosa Was Not Completely Honest With South Africa [Opinion]
https://t.co/bcs4EbUwa7

Download Now
https://t.co/64CEu9H60L #AstraZeneca #COVID19 #RamaphosaMustFall #NedbankCup2021 #BAYERNMUENCHEN #AlAhly #FIFAClubWorldCup https://t.co/S9HB9OoRlD"	""	12
Becca_Rausch	2021-02-08 17:31:23	"#VaccineEquity now.
Filed the bill last week w/ @SoniaChangDiaz @RepLizMiranda @MindyForMA.

<U+0001F517> https://t.co/yyMU4S2i6b

HT @abdallah_fayyad @reneeygraham @Jo_Comerford @LCRBOSTON @IvanEspinozaESQ @AyannaPressley 

#MApoli #COVID19 #healthequity #publichealth #COVIDVaccination https://t.co/RDjTZGO88L"	Norfolk, Bristol and Middlesex	1956
davegreenidge57	2021-02-08 17:31:22	South Africa has suspended their planned vaccination program using the Oxford-AstraZeneca’s vaccine, as the efficacy rate on their variant of Covid19 is shown to be far below the 50% threshold. https://t.co/Zzk2GtuWEk	Space Coast, FL	10648
AboutPediatrics	2021-02-08 17:31:20	The latest COVID-19 vaccine conspiracy is about Bill Gates using a stand-in to fake getting the #COVID19 vaccine... https://t.co/OgCKfJluSa #VAXOPEDIA https://t.co/4cEw9l2vN8	Texas, USA	4235
sugarhill_TT	2021-02-08 17:31:17	.@PhilTing, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/Qun6DMAX2U	""	0
sugarhill_TT	2021-02-08 17:31:16	.@cagovernor, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/67tp7NkFN7	""	0
sugarhill_TT	2021-02-08 17:31:18	.@AsmKevinMcCarty, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/TzrRzGGIfx	""	0
AldrinAU	2021-02-08 17:31:13	@itvcalendar I believe all of us HCWs in the NHS are angry at this notion. The consensus is yes, for those suggesting hospitals are empty + to all #COVID19 deniers, all are welcome to help us on the Respiratory Unit &amp; Intensive Care.	Sheffield & Lumiose City	843
corporatehippi8	2021-02-08 17:31:13	"Is There Inflation In Our Future? https://t.co/kNqSKsFu4b 
#investment #investing #invest #money #business #entrepreneur #bitcoin  #trading #stocks  #cryptocurrency #finance #stockmarket #success #wealth  #crypto #financialfreedom  #wallstreet #covid19 #corona #pandemic #stimulus"	California, USA	5
stopthespread19	2021-02-08 17:31:12	Stop the Spread ED @saksfca discusses how our focus has evolved to a hyperlocal strategy to support communities hit hardest by #COVID19. Watch the full discussion on the role #philanthropy can play to fill the gaps in our nation's pandemic response: https://t.co/Pjux7pJlut https://t.co/JpLbQKV0bp	""	365
Mfg_USA	2021-02-08 17:31:07	"Learn about the steps to prevent #COVID19 in the #manufacturing sector at: https://t.co/67VybAk7iY

--
#workforce #workplace #healthandsafety"	""	4277
FrancesRobles	2021-02-08 17:31:07	Share Your Memories of Someone You Lost to Covid-19 https://t.co/mAVUx1Beop	Florida, USA	23508
GordBolton	2021-02-08 17:31:06	@firedup2 @althiaraj Canada's death rate from Covid19 is now 184 times China's. The Sunshine Vitamin D is also the body's immunity hormone that activates, organizes and modulates the bodies response to viral &amp; bacterial attacks.  C19 gets no grip on folks with good levels of Vitamin D. Cdnpoli polCan https://t.co/WgFEn8ZjbC	""	909
FocusBristol	2021-02-08 17:31:05	Bounce Back Loans of up to £50,000 are available for small businesses that have been affected by COVID-19. You can apply until 31 March 2021. Find out more from our website: https://t.co/b0KKoaqQ3I #coronavirus #covid19 #businessupport https://t.co/e8RduzfoPL	Bristol	154
SaddiqueShaban	2021-02-08 17:25:30	.@MOH_Kenya and @KenyaAirports authority could increase the capacity of staff working at Nairobi Airport international arrivals. Long queues with little social distancing offers no solace in the fight against #COVID19 https://t.co/eKgut6O2yv	Kenya, Africa	45199
SaddiqueShaban	2021-02-08 17:31:05	"A year later after #coronavirus
Outbreak, staff members at Nairobi Airport, conducting #COVID19 health protocols ought to be fully supported to work under safely environment, as they come in contact with travellers from around the world. Up your game, @MOH_Kenya , @KenyaAirports https://t.co/SfLCdPoHkj"	Kenya, Africa	45199
WV_DHHR	2021-02-08 17:31:04	"Barbour County: Free #COVID19 testing is available Feb. 8, 10, &amp; 12, 1 p.m.-5 p.m. at the Junior Volunteer Fire Department. For additional sites in Barbour County and statewide, visit 
https://t.co/6M6AQnP1aI https://t.co/7Rn7oQ9Tju"	Charleston, WV	6743
VServeCanada	2021-02-08 17:31:03	We’ve had successful learnings from the 2020 Covid19 Wellness Series organized by V Serve Canada &amp; ARRA Arts. Upon request we are now back with a segment specially for South Asian Communities and pleased to invite you all. Details to follow. Save the Date 18th February 2021 <U+2728> https://t.co/idkYX0Qgh3	Canada	23
MelClements91	2021-02-08 17:31:01	Vaccination is not the magic key to ending this pandemic. Other measures such as restrictions and FACTS are just as vital to regain and maintain control of the virus and reduce its capacity to mutate. #covid19	Edinburgh	594
ProgressIowa	2021-02-08 17:31:00	"#COVID19 Daily Update for February 8, 2021. COVID Resources Available Here: https://t.co/bBDtpXgKUP
#MaskUpIA https://t.co/T5PELbgKii"	Iowa	6629
MsHaslund	2021-02-08 17:31:00	"Great overview from @GlblCtzn on how #Refugees have helped the world fight #COVID19 
and played a vital role in the pandemic response despite facing countless challenges. As frontline health workers, educators, producing soap, distributing PPEs ... Read:
https://t.co/2TxLBJ2Knv"	Copenhagen	4086
aeronewstoday	2021-02-08 17:30:55	"<U+0001F1EF><U+0001F1F5> Japan Airlines is offering a service, JAL COVID19 COVER, to cover the expenses of its international passengers for their tests, treatment &amp; quarantine if they have become infected with #COVID19 while over seas

#aviation #japantravel #japan #jal #travel https://t.co/vA3BCFGrWo"	""	2
Santos4Congress	2021-02-08 17:30:53	My heartfelt condolences to the family of @RepRonWright of the great state of Texas. Matt and I will keep the Wright family in our prayers. #covid19	NY 3rd Congressional District 	16899
OklahomaCovid	2021-02-08 17:30:51	"Oklahoma COVID-19 Report - February 8

New Cases - 1040  (ALL TIME HIGH  6487) 

Active Cases - 26,227  (ALL TIME HIGH  43,163)

3817 TOTAL deaths / 4 New Deaths  Details below...   

103 COVID Deaths reported THIS WEEKEND!

Source: https://t.co/JOIqjwVbHW"	Tulsa County 	4501
FLEAGLEBEAGLE	2021-02-08 17:30:49	@ABoyandastick1 @Lee66marilee @MissHMGordon @Stat_O_Guy Mother in law 84 admitted to hospital with very low blood pressure  tested negative for Covid19 on admission then tested  positive a week later before release back  to care home.	England	83
CarersinDerbys	2021-02-08 17:30:47	If you look after someone living with #dementia in #Derbyshire, please use this opportunity to tell the Derbyshire Dementia Support Service how the #Covid19 pandemic has affected you &amp; the person you support. Your feedback will be shared with local health &amp; social care services https://t.co/BWYQ7vLfVY	Matlock, England	315
CaptainES	2021-02-08 17:30:45	"@DanRather @CBSSports you nailed it oh, eagle-eyed @DanRather. Looks like @Buccaneers and @Chiefs fans may yet have a day of reckoning? Lets #pray for the best for all those who attended in person.  #Covid19 #SuperbowlHalftime #SuperBowlLV 
https://t.co/kw3eumAgFw"	NYC	77
DGoing5	2021-02-08 17:30:44	"@GojThomson @TedPetrou They tell you that you have to shop online or get someone to shop for you. It's just a huge lie that there are no restrictions here. And yet, for all of that CA cases are spiking. We're not doing much better than the open state of FL. See for yourself:

https://t.co/H0uKu8E8wv"	""	481
dinfontay	2021-02-08 17:30:40	"for example: last summer, i reported @postandcourier on the then-new ""palmetto priority"" safety policy, devised and administered by SC's restaurant association. it was (&amp; apparently remains) little more than a free window cling distribution program https://t.co/ykjjsbZ3lm"	Charleston, SC	5726
MarethBrian	2021-02-08 17:30:39	Today I learned that I did have Novavax as part of a trial - only then did I realise how much of a burden that knowledge removes, one more reason to move fast to vaccinate everyone #novavax #vaccination #COVID19  https://t.co/BIQGXqXEoc	London based	86
NYCHealthSystem	2021-02-08 17:30:39	Through the #NYCTestandTrace Corps, contact tracers support New Yorkers who have tested positive for #COVID19 to make sure they and their loved ones stay safe. All New Yorkers safely separating will be connected to support services: https://t.co/m8icdSJELf https://t.co/YCkqdpxgQB	New York, NY	34278
TWIScience	2021-02-08 17:30:38	"The mRNA vaccine-elicited antibodies to #SARSCoV2 and the new circulating variants: https://t.co/7RFNH6A4wD. And please be sure to click ""Like"" and the big, red ""Subscribe"" button while you're there. #COVID19 #Coronavirus https://t.co/z7sCbKBDN6"	San Francisco, CA	4403
EdCara4	2021-02-08 17:30:37	Missed update over the weekend, but @youyanggu's forecast now estimates final US official #covid19 death toll will be around 600-625K, while herd immunity may not be reached in 2021 (near herd immunity will probably still help prevent big outbreaks tho) https://t.co/e2b3V2SbJM	New York City	2828
cepr_org	2021-02-08 17:30:36	New estimates show that policy interventions have reduced #COVID19 deaths in the U.S. by 358,000 lives in 2020. These interventions also resulted in a loss of 7.3 million jobs &amp; a decline of $410bn in RGSP. James Doti (@ChapmanU) in Issue 67 of #CovidEcon: https://t.co/sqvM5sMygV https://t.co/JKr5nB8Rtn	London	34891
BMJ_SRH	2021-02-08 17:30:36	"<U+0001F4E3>New blog post! 
A crucial discussion of #abortion #rights in Northern Ireland, written by @NaomiConnor5 of @All4Choice
A focus on political obstruction and the impact of #COVID19 on abortion provision.
Full blog here: https://t.co/8XFhFgc06g
#theNorthisNow #freesafelegallocal https://t.co/yY6rxcbHQM"	London	2186
Angl0sax0n	2021-02-08 17:30:35	@crbarnes001 No side effects. Had covid19 was a very very mild flu. Wasn’t even bed bound. Had dry cough and couldn’t breath deeply for about a week. THE GOVERNMENT IS CONDUCTING PSYCHOLOGICAL MENTAL TORTUE WARFARE TACTICS ON THE PEOPLE.	""	350
businesstoday	2021-02-08 17:30:34	The #airline industry has been hit hard by #COVID19, with demand declining rapidly. To salvage the demand left, airlines must innovate and implement #health &amp; safety practices to regain the trust of passengers, for the survival of their #businesses.  https://t.co/ZCJzbLObwo	Princeton, NJ	1042
nhsrichmond_	2021-02-08 17:30:34	"We're looking for Registered Healthcare Professional Immunisers to play a vital role in delivering the COVID vaccine @Harlequins rugby club.

Play your part in the fight against #covid19
 
Apply<U+0001F449> https://t.co/KNbLLw9LrZ  
 
#WeAreTheNHS https://t.co/td0cp9sIQM"	Richmond upon Thames	6504
nhskingston_	2021-02-08 17:30:34	"We're looking for Registered Healthcare Professional Immunisers to play a vital role in delivering the COVID vaccine @Harlequins rugby club.

Play your part in the fight against #covid19
 
Apply<U+0001F449> https://t.co/FhR02zC6Wg  
 
#WeAreTheNHS https://t.co/TU66Tg6I3l"	Kingston, London	8463
Transport_gc	2021-02-08 17:30:32	#NowIsNotTheTime to travel: The Government of Canada advises that you avoid non-essential travel outside of <U+0001F1E8><U+0001F1E6>. Learn more about the travel measures in place to help limit the spread of #COVID19: https://t.co/kju0VjjdGh	Canada	110685
MoveUPTogether	2021-02-08 17:30:26	"""It seems to have subsided in the news, but the violence and the racism is still continuing. It's just becoming more invisible again."" #COVID19 https://t.co/h28NNXUpFc"	Burnaby	4526
telescopehealth	2021-02-08 17:30:25	In March of 2020, @CityofJax turned to Telescope Health to provide our #Jacksonville community with a rapid response plan to the COVID-19 pandemic. Check out the infographic below for detailed insight into how we established safe &amp; scalable #COVID19 Testing in just 6 days. https://t.co/4rFcbCfeaF	Jacksonville, FL	117
MoCoDHHS	2021-02-08 17:30:24	"The County is actively vaccinating residents in Priority Groups 1A and 1B (75+) as we receive doses. Find answers to your COVID-19 vaccine questions on the FAQ page here, 
https://t.co/3lx5xN3XJv https://t.co/3kfkkR2zXL"	Rockville, MD	4068
VistoAI	2021-02-08 17:30:24	IRCC launched a new and exciting open work permit program! Now, when international students come to Canada and graduate, most are eligible for what's called a Post-grad Work Permit (PGWP). To learn more, visit their website: https://t.co/aMnqhQuIHx https://t.co/kFYjgdLrqS	Canada	73
mchealthconnect	2021-02-08 17:30:24	"The County is actively vaccinating residents in Priority Groups 1A and 1B (75+) as we receive doses. Find answers to your COVID-19 vaccine questions on the FAQ page here, 
https://t.co/6dLiuhJEiq https://t.co/uKlKlUQNKW"	Maryland	107
OttawaHealth	2021-02-08 17:30:24	Do you know about the Ottawa COVID-19 Dashboard? It is updated daily at 12:30 pm and provides important information on core indicators used for local monitoring and the informing of re-opening decisions. Check it out here: https://t.co/A7NjClyyNV https://t.co/iOKVa5yZaU	Ottawa, Ontario	105325
SapientInsights	2021-02-08 17:30:23	"Thank you @Benzinga for publishing this article highlighting our 23rd Edition HR Systems Survey White Paper! To read this article about how COVID-19 redefined HR tech spending, visit https://t.co/MuQjsaXTTV

#COVID19 #HRtech #HR #HRanalytics #HRtrends #HRstrategy #HRdata https://t.co/yUrO0tq5we"	""	247
EndeavorCT	2021-02-08 17:30:21	Participating in an upcoming COVID research study may help stop the spread of the virus. Learn more about getting involved @ https://t.co/EJpbwah9oq #COVID19 #clinicalresearch https://t.co/sYizX4ZqcJ	San Antonio, TX	268
YORBusinessExpo	2021-02-08 17:30:21	"MIND BLOWN!
Get 10% OFF here https://t.co/DJbhB03EUY.
Then 83% OFF here https://t.co/DJbhB03EUY.
Get your FREE TRIAL at https://t.co/DJbhB03EUY.
#football #covid19 https://t.co/F3LSacCKL2"	Leeds	4795
GibbonsPC	2021-02-08 17:30:20	The @NYSLabor issued new guidance on NY’s #COVID19 Sick Leave Law requiring NY employers to provide varying levels of paid/unpaid sick leave &amp; access to expanded paid family leave &amp; temporary disability benefits to employees under COVID-19 quarantine: https://t.co/YJPYPHzx9v https://t.co/94b6gGjeIy	Newark, NJ	1490
EARA_DE	2021-02-08 17:30:19	"EARA outlines the serious current and future impact on vaccine development and other research areas, of China’s ban on the export of Non-Human Primates for biomedical research.  #covid19  #animalresearch #eara  #china  #primates 
<U+0001F447> https://t.co/LTRJ8laJ7l"	""	554
CovidData2	2021-02-08 17:30:18	New COVID-19 Data at 2021-02-08 12:30:01 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/A4lpuBGLFy	""	84
FertilizerNews	2021-02-08 17:30:16	"<U+0001F468><U+200D><U+0001F33E> According to a new report by @WorldBank, agriculture is helping low-income households in sub-Saharan Africa mitigate the impact of the #Covid19 pandemic. 

The report also found a comparative increase in #UrbanFarming across all surveyed countries <U+0001F447>
https://t.co/Xyto2FMJo2"	Paris	17491
TELCORInc	2021-02-08 17:30:16	"Join Dark Intelligence Group tomorrow for a free 30-minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, ""COVID-19 Lessons Learned – Financial, Operational and HR"" #Covid19 https://t.co/bXgUq6nlXb https://t.co/aaUYMZ5Vrx"	Lincoln, Nebraska	190
JJKeller	2021-02-08 17:30:15	#Coronavirus prevention requires clear communication. These solutions can help. Take 15% off our best selling #covid19 supplies! https://t.co/bdmmIbD11c #coronavirusprevention #covid19supplies https://t.co/tw5x8xqOSP	Neenah, WI USA	5525
DavidDurandMD	2021-02-08 17:30:15	"#Texas Excellent + sad ex. of ""What did he die of?  Did he die of #COVID19 or cancer?""  The answer is #COVID19 was the ""immediate cause of death"" and the medical examiner would judge whether his lung cancer contributed to his death, but it would not be the ""immediate cause."" https://t.co/wtYARCCpY1"	Sarasota, Florida	108
PQWCHC	2021-02-08 17:30:15	"The Parkdale Queen West Mobile Health Clinic is providing essential primary health care and harm reduction services to some of Toronto's most underserved populations. Click here to learn more:
https://t.co/7v0leFrWyy

#SDOH #CommunityHealth #COVID19 #OnPoli https://t.co/dJUbkHflMc"	Toronto, Ontario	578
TWMCLtd	2021-02-08 17:30:15	"#Spain's data for the weekend shows an impressive drop in #Covid19 infections

47,095 new cases in data just published, averaging out at 15,698 per day for the three days, around 11,000 per day lower than last weekend

The 7 day infection rate, which was 608 on Friday, is now 508"	The North of England	2278
AmbikaMusaDixit	2021-02-08 17:30:14	@holyboxers @samberg_johanna @sageyblanco Do you know why the COVID19 vaccine is novel? Im not arguing against its administration. Im just genuinely curious how much you know about it, considering the way youre talking about it.	""	1
TlbsCorporation	2021-02-08 17:30:14	"AVOID PENALTIES!              
112 establishments accumulate a total of $1,603,544 for violations after failing to comply with OSHA, CDC and EPA standards.
#tlbscorporation #houston #news #breakingnews #covid19 #disinfection #osha https://t.co/ad0WSvpdpQ"	Estados Unidos	60
GaloreVida	2021-02-08 17:30:13	This is why I despise our lying mainstream media. Dude died of lung cancer, he's had it for 3 years. And we also know that the tests for COVID19 aren't. Utter bullshit. https://t.co/rTh6DFKiZV	Gdansk, Poland	1269
krgpryal	2021-02-08 17:30:13	From the archives:   Anxiety Disorder in Disordered Times :: #Anxiety disorder can't be solved with hand sanitizer. With a full pantry. With social distancing. None of those things matter at all if https://t.co/izyL5lJslU #anxietydisorder #covid19 #mentalhealth #mentalillness	Chapel Hill, NC	5341
DrEricDing	2021-02-08 17:30:13	DIFFERENCE A VARIANT CAN MAKE: Early in the Oxford-AstraZeneca’s South Africa <U+0001F1FF><U+0001F1E6> trial, before #B1351 variant became dominant, the AZ vaccine had a great efficacy of 75% risk reduction of #COVID19 after a single dose! But all that disappeared once B1351 variant showed up... <U+0001F9F5> https://t.co/LcVcV2aVzE	Washington DC & Virginia	428955
pndblog	2021-02-08 17:30:12	ICYMI: As the pandemic persisted, financial pressures became a bigger factor in why Americans decided to move https://t.co/t0p1JuR1Am @pewresearch @FactTank #coronavirus #COVID19 #housing	New York, NY	55192
nhs_scft	2021-02-08 17:30:12	"If you’re over 70 and would like to book your #COVID19 vaccination at one of our vaccination centres, please visit https://t.co/kM6tgT98Qq or call 119 between 7am and 11pm to book an appointment.

#KeepSussexSafe <U+0001F499> #CovidVaccine https://t.co/r3yy5O5veG"	East and West Sussex	6064
OgunyemiMD	2021-02-08 17:30:12	Excited to be selected as the seventh member of @GovCanHealth's Public Health Ethics Consultative Group &amp; use my track record of leadership and #Equity #Diversity #Inclusion lens to advise on issues of national significance including #Canada's response to the #COVID19 pandemic https://t.co/8Oez9dLxtn	Board Certified Dermatologist	4325
TheSerpentina	2021-02-08 17:30:11	"Johnson you're not fooling anybody with your I'm a scientist dressing up nonsense.The blood is on your hands for all to see now, stop the charades &amp; for heaven's sake man go!
#JohnsonHasFailedTheNation
#JohnsonMustGo
#Covid19
#vaccine 
#ToriesOut https://t.co/0SBu0cGqWN"	""	1797
FlyingDoctorsNG	2021-02-08 17:30:11	"To book your COVID-19 RT-PCR test, call 0703509776 or send an email to emergency@flyingdoctorsnigeria.net

#COVID19test #PCRtest  #COVID19 #safetyfirst #stopthespread https://t.co/497WEkNqUv"	Lagos, Nigeria	7562
KingstonHospNHS	2021-02-08 17:30:10	"The NHS looking for Registered Healthcare Professional Immunisers to play a vital role in delivering the COVID vaccine @Harlequins rugby club

Play your part in the fight against #covid19
 
Apply<U+0001F449> https://t.co/RsaqPb8rRU  
 
#WeAreTheNHS https://t.co/JS8EehUtOh"	Kingston upon Thames, Surrey	14697
GreatGameIndia	2021-02-08 17:30:10	"South Africa Stops AstraZeneca #COVID19 #Vaccine Program After Disappointing Results
https://t.co/9krCUu3568"	India	21884
MissiNewsRoom	2021-02-08 17:30:09	'It really is, especially with the variants arriving in our community now, a race between the variants and the vaccine.' #Mississauga #Peel #COVID19 https://t.co/tqySQdbV2r	Mississauga, Ontario, CANADA	29362
BmptGuardian	2021-02-08 17:30:09	'It really is, especially with the variants arriving in our community now, a race between the variants and the vaccine.' #Brampton #Peel #COVID19 #COVID19variants https://t.co/lZ6ANKvWHs	Brampton Ontario	17512
AFPottawa	2021-02-08 17:30:09	"We’re asking for direct investment in charities &amp; nonprofits in Budget 2021. Join us: https://t.co/rkZJF14OzM  
 
We’re asking the government to eliminate the tax! Include this important provision in the 2021 federal budget. Join us: https://t.co/XVAk0Wd4cB https://t.co/N6oFHN3XOX"	Ottawa, Canada	2282
ryanbrown404	2021-02-08 17:30:06	The changes to the way we work due to #Covid19 have lasted longer than anyone anticipated and look to be a fairly permanent change. As industries change in response, the opportunity for companies to help #reskill workers has never been greater. #HR https://t.co/BuhN358DD0 https://t.co/xsrssyRpz8	Atlanta, GA	222
NoraTraviss	2021-02-08 17:30:06	Seems like a good time to post this again!  Here's all the layers of risk reduction to help schools reduce spread of #covid19.  Written in September 2020 with my colleague @BenLocwin https://t.co/aaSBiFAr3x #COVIDisAirborne #Useairborneprecautions #ventilate #filtration #IAQ	""	375
StellaDXInc	2021-02-08 17:30:04	Patients with #BarrettsEsophagus and other #gastrointestinal tract issues may have an increased risk of severe complications related to #COVID19. Learn more from @Contagion_Live: https://t.co/gGdc4MIxeO	New York, New York	230
WizBish	2021-02-08 17:30:03	Same issue here. #Covid19 seems to have exposed poor and corrupt governance very starkly all over the world. Solidarity https://t.co/HUIh4UJBHM	South East, England	2577
MontcoCourtNews	2021-02-08 17:30:03	#MontcoPa’s other neighboring counties recorded the following #COVID19 positivity rates during the seven-day period ending Feb. 4: #Bucks (10.6%); #Berks (9.7%); #Delco (7.4%); and #Philadelphia (6.5%), according to #PA statistics.	Philly suburbs & Wash., DC	4378
MontcoCourtNews	2021-02-08 17:26:17	Each of #MontcoPa’s six neighboring counties also recorded #COVID19 positivity rates above the preferred 5% threshold for the most recent seven-day period, according to #PA Health Dept. data.	Philly suburbs & Wash., DC	4378
COVID19_SL	2021-02-08 17:30:02	"Coronavirus Cases in Sri Lanka is currently 69862!

<U+2192> Active : 6365
<U+2192> Cases Today : 514
<U+2192> Deaths : 356
<U+2192> Cases Yesterday : 0
<U+2192> Recovered : 64141
<U+2192> Deaths Today : 0
<U+2192> Total PCR Tests : 1817018

    ~ <U+0001F1F1><U+0001F1F0>  STATUS ID 321 ~
[#COVID19SL #COVID19LK] https://t.co/DjIpcVoLT3"	Colombo, Sri Lanka	306
DC_SAFE	2021-02-08 17:30:02	2<U+20E3> Discussing digital abuse-using technologies like texting and social media to bully, harass, stalk, or intimidate a partner- is more important than ever. The popularity of social media compounded with increased online use due to COVID19 has increased the risk substantially.	Washington, DC	2979
nationshealth	2021-02-08 17:30:00	Study: Statewide #COVID19 mask mandates associated with a drop in hospitalization growth rates. From @NBCNews: https://t.co/RxARSB5UKe	Washington DC	17404
djtnyhustle	2021-02-08 17:30:00	From August 2020 to January 2021 I had three close relatives die the last one being my mother. She died alone in the Hospital because of Covid19 DJT’s Fake Virus. The Virus that was suppose to disappear like matice as Trump said. Liars all the Republicans that helped Trump! https://t.co/4JMa3T6XGC	""	42
gtchatmod	2021-02-08 17:30:00	"Latest post at the Global #gtchat (#giftED #talented) Powered by #TAGT @TXGifted  Blog: #Thinking &amp; Writing through Digital Storytelling"". https://t.co/hZblLKH6Nw #NAGC #parenting #edchat #edutwitter #txeduchat #txlchat #AussieED #vicpln #MondayMotivation #COVID19"	U.S.	10384
OHdeptofhealth	2021-02-08 17:30:00	#COVID19 Vaccine: Trust the Facts. Learn more: https://t.co/PTpG23cZxN #InThisTogetherOhio https://t.co/yzxfynbxVL	Ohio	92857
McKCapExcell	2021-02-08 17:30:00	In our latest issue of #GIIVoices, we explore how #infrastructure investment could support post-COVID-19 economic recovery and the tangible actions required to ensure that we rebuild better and more equitably. Read now: https://t.co/6A9npCDm69 #COVID19	""	3077
PolicyCrush	2021-02-08 17:30:00	"@VirginiaFoxx (R-NC) Calls on #OMB to Provide Details on Unused #COVID19 Funds

https://t.co/WdiWXl8MaD"	Washington, DC	245
welfare_ie	2021-02-08 17:30:00	"Over 481,000 people will receive the #COVID19 Pandemic Unemployment Payment this week

Minister @HHumphreysFG reminds people that there are additional social welfare supports available should people need to access them

Read more here: https://t.co/IsC3hq7hax

#COVID19ireland https://t.co/kE230F2Ffv"	Ireland	22350
PHE_WestMids	2021-02-08 17:30:00	"Coping with #COVID19 and all the challenges that brings - it's not surprising if some people in the #WestMidlands are experiencing #Anxiety

You can get help with everyday #MentalHealth problems from our #EveryMindMatters resource

Get in #BetterHealth: https://t.co/nG8HQemADd https://t.co/piQWav2cUF"	West Midlands, UK	4249
TrentHenryEY	2021-02-08 17:30:00	"With many of us still working from home due to #COVID19, virtual meeting fatigue is real. 

Here are some useful tips from @thrive on how to cope with those back-to-backs #BetterWorkingWorld

https://t.co/XKxhLr75FW"	Toronto, Ontario	825
RustandyCenter	2021-02-08 17:30:00	A new study co-authored by @RustandyCenter Faculty Director Marianne Bertrand finds that #COVID19 aggravates pre-existing income, gender, race #inequalities, in addition to increasing political divisions. Read more of their findings here @Promarket_org : https://t.co/WPnxPKDuMt	Chicago, IL	1817
cesispa	2021-02-08 17:30:00	Did you know that, according to IEA, due to the impact of #COVID19, in 2020 we consumed 5% less #energy than in 2019? #Oil demand fell by 9%, #coal by 7%, and natural #gas by 3%. Discover more about this: https://t.co/O4SAQh8s0R @SustMeme @HMNorthey https://t.co/hlrD6Z13m1	Milan, Italy	11217
projecthalo	2021-02-08 17:30:00	"Behind the scenes with Dr @walid_A_zaher who explains the joint effort to get people vaccinated in the #UAE.

#TeamHalo #vaccine #Covid19 https://t.co/mwaUOQUZSH"	""	2843
ALASantaClara	2021-02-08 17:30:00	Older adults are more likely to die or become severely ill from COVID-19 than any other group in Santa Clara County. People who are 65 and older are now eligible to get their vaccine. Help older adults in your life schedule their vaccine appointment at https://t.co/nnoogTftIV https://t.co/vsExiB8yOT	San Jose, California	721
